feature_index,feature_name,importance_score
0,high_std_0,73.596
1,low_std_0,96.219
2,close_std_0,129.148
3,daily_return_std_0,35.981
4,log_return_std_0,37.689
5,volume_change_std_0,22.885
6,relative_volume_std_0,35.668
7,log_volume_0,19.99
8,high_low_range_std_0,20.763
9,excess_return_std_0,107.216
10,open_std_1,64.939
11,high_std_1,95.873
12,low_std_1,80.221
13,close_std_1,83.223
14,daily_return_std_1,34.15
15,log_return_std_1,34.383
16,volume_change_std_1,67.781
17,relative_volume_std_1,56.546
18,log_volume_1,22.45
19,high_low_range_std_1,21.344
20,excess_return_std_1,23.613
21,open_std_2,35.235
22,high_std_2,19.567
23,low_std_2,18.888
24,close_std_2,23.033
25,daily_return_std_2,18.827
26,log_return_std_2,18.027
27,volume_change_std_2,19.861
28,relative_volume_std_2,20.35
29,log_volume_2,17.805
30,high_low_range_std_2,18.872
31,excess_return_std_2,17.853
