index,subsequence_idx,score
46,46,2.78471
73,73,2.66012
104,104,2.61566
129,129,2.38032
130,130,2.38228
213,213,2.50184
244,244,3.28426
245,245,2.79127
286,286,2.88699
287,287,2.9112
288,288,3.04592
310,310,2.54071
323,323,2.82795
335,335,3.09046
356,356,2.90986
358,358,2.58871
359,359,2.55332
387,387,2.493
419,419,3.07393
521,521,3.15478
522,522,2.35607
