index,subsequence_idx,score,start_date,end_date
6,6,2.49036,2023-06-15,2023-06-20
31,31,2.47181,2023-07-20,2023-07-24
35,35,3.09853,2023-02-06,2023-02-08
46,46,3.89066,2023-02-07,2023-02-09
57,57,3.90254,2023-02-08,2023-02-10
68,68,3.67687,2023-02-09,2023-02-13
79,79,2.58269,2023-02-10,2023-02-14
105,105,2.61888,2023-10-24,2023-10-26
106,106,2.50668,2023-10-25,2023-10-27
145,145,2.47624,2023-12-14,2023-12-18
213,213,2.60178,2024-03-14,2024-03-18
214,214,2.61423,2024-03-15,2024-03-19
245,245,2.7587,2024-04-25,2024-04-29
286,286,2.49481,2024-06-18,2024-06-21
287,287,2.72786,2024-06-20,2024-06-24
312,312,2.5575,2023-03-14,2023-03-16
323,323,3.44879,2023-03-15,2023-03-17
335,335,3.52089,2023-03-16,2023-03-20
346,346,3.139,2023-03-17,2023-03-21
429,429,2.41501,2024-12-20,2024-12-24
521,521,2.6823,2023-05-09,2023-05-11
522,522,2.84071,2023-05-10,2023-05-12
