index,subsequence_idx,score,start_date,end_date
5,5,3.0243,2023-06-14,2023-06-16
6,6,2.93611,2023-06-15,2023-06-20
7,7,3.13896,2023-06-16,2023-06-21
33,33,2.81108,2023-07-24,2023-07-26
34,34,2.83069,2023-07-25,2023-07-27
36,36,3.10775,2023-07-26,2023-07-28
110,110,2.68045,2023-10-31,2023-11-02
140,140,2.54983,2023-12-07,2023-12-11
141,141,2.63617,2023-12-08,2023-12-12
145,145,2.7453,2023-12-14,2023-12-18
150,150,2.81808,2023-12-20,2023-12-22
292,292,3.2297,2024-06-26,2024-06-28
293,293,3.17253,2024-06-27,2024-07-01
294,294,3.30316,2024-06-28,2024-07-02
346,346,2.55028,2023-03-17,2023-03-21
359,359,2.56367,2024-09-20,2024-09-24
385,385,2.7018,2024-10-24,2024-10-28
428,428,2.5117,2024-12-19,2024-12-23
429,429,2.87859,2024-12-20,2024-12-24
469,469,2.63462,2025-02-13,2025-02-18
470,470,2.53358,2025-02-14,2025-02-19
471,471,2.64108,2025-02-18,2025-02-20
494,494,3.07306,2025-03-19,2025-03-21
495,495,2.79779,2025-03-20,2025-03-24
496,496,3.17583,2025-03-21,2025-03-25
509,509,3.18693,2023-04-24,2023-04-26
510,510,3.11622,2023-04-25,2023-04-27
511,511,3.43488,2023-04-26,2023-04-28
