index,subsequence_idx,score
7,7,1.9663
27,27,2.08361
34,34,1.87566
87,87,2.24555
91,91,2.20228
96,96,2.34483
97,97,2.43134
110,110,1.8827
131,131,2.08437
151,151,1.91587
173,173,2.62878
