index,subsequence_idx,score,start_date,end_date
20,20,2.03351,2023-02-15,2023-02-17
21,21,2.27043,2023-02-16,2023-02-21
35,35,2.21076,2023-03-09,2023-03-13
36,36,2.76451,2023-03-10,2023-03-14
37,37,2.26303,2023-03-13,2023-03-15
82,82,2.08575,2023-05-16,2023-05-18
141,141,2.08862,2023-08-10,2023-08-14
142,142,1.95888,2023-08-11,2023-08-15
161,161,1.99559,2023-09-08,2023-09-12
162,162,1.973,2023-09-11,2023-09-13
166,166,1.9635,2023-09-15,2023-09-19
252,252,2.75769,2024-01-19,2024-01-23
253,253,2.1819,2024-01-22,2024-01-24
291,291,1.89662,2024-03-15,2024-03-19
313,313,2.25195,2024-04-17,2024-04-19
314,314,2.13366,2024-04-18,2024-04-22
344,344,1.96508,2024-05-31,2024-06-04
373,373,1.88325,2024-07-15,2024-07-17
382,382,2.64405,2024-07-26,2024-07-30
383,383,2.25343,2024-07-29,2024-07-31
420,420,1.97398,2024-09-19,2024-09-23
421,421,1.91162,2024-09-20,2024-09-24
441,441,2.28411,2024-10-18,2024-10-22
452,452,1.95096,2024-11-04,2024-11-06
519,519,1.93447,2025-02-12,2025-02-14
520,520,2.1794,2025-02-13,2025-02-18
