feature_index,feature_name,importance_score
0,log_volume_0,16.406
1,log_return_std_0,16.121
2,low_std_0,24.678
3,excess_return_std_0,16.377
4,daily_return_std_0,16.19
5,open_std_0,16.318
6,relative_volume_std_0,28.358
7,high_low_range_std_0,28.659
8,high_std_0,16.01
9,volume_change_std_0,16.238
10,close_std_1,28.422
11,log_volume_1,16.084
12,log_return_std_1,28.41
13,low_std_1,24.807
14,excess_return_std_1,24.806
15,daily_return_std_1,16.525
16,open_std_1,28.529
17,relative_volume_std_1,28.399
18,high_low_range_std_1,28.378
19,high_std_1,16.54
20,volume_change_std_1,28.562
21,close_std_2,16.433
22,log_volume_2,16.077
23,log_return_std_2,16.298
24,low_std_2,15.898
25,excess_return_std_2,28.55
26,daily_return_std_2,16.361
27,open_std_2,24.889
28,relative_volume_std_2,24.737
29,high_low_range_std_2,28.733
30,high_std_2,24.855
31,volume_change_std_2,24.803
32,ticker,16.351
33,time_period_idx,16.336
