feature_index,feature_name,importance_score
0,high_std_0,53.382
1,low_std_0,188.324
2,close_std_0,63.438
3,daily_return_std_0,23.943
4,log_return_std_0,23.271
5,volume_change_std_0,52.214
6,relative_volume_std_0,53.648
7,log_volume_0,32.525
8,high_low_range_std_0,21.288
9,excess_return_std_0,22.109
10,open_std_1,70.52
11,high_std_1,36.014
12,low_std_1,20.489
13,close_std_1,30.394
14,daily_return_std_1,19.2
15,log_return_std_1,19.776
16,volume_change_std_1,19.178
17,relative_volume_std_1,18.876
18,log_volume_1,19.266
19,high_low_range_std_1,23.829
20,excess_return_std_1,18.006
21,open_std_2,81.47
22,high_std_2,84.144
23,low_std_2,72.737
24,close_std_2,140.718
25,daily_return_std_2,28.558
26,log_return_std_2,34.048
27,volume_change_std_2,18.787
28,relative_volume_std_2,19.438
29,log_volume_2,18.313
30,high_low_range_std_2,31.694
31,excess_return_std_2,23.672
