window_index,start_date,end_date,iforest_score,lof_score
0,2023-11-24,2023-11-28,0.09707553040579804,-3.4761946133913013
1,2023-11-27,2023-11-29,-0.9420764433116717,-2.989012364777818
2,2023-11-28,2023-11-30,-1.2421229997191483,0.6902897313891586
3,2023-11-29,2023-12-01,-0.674222413275734,0.11069473052295933
4,2023-11-30,2023-12-04,-0.7188576101019623,0.2937401248348662
5,2023-12-01,2023-12-05,-0.1359390665876322,0.34110299486879464
6,2023-12-04,2023-12-06,-0.5426306628992696,0.2926045919836002
7,2023-12-05,2023-12-07,1.4079836193043416,0.614743342676896
8,2023-12-06,2023-12-08,0.23331363857378315,0.20296298096361545
9,2023-12-07,2023-12-11,0.9300158728236642,-0.10933539671979771
10,2023-12-08,2023-12-12,-0.9195812782438065,0.1662022417496266
11,2023-12-11,2023-12-13,-0.4633173188753879,0.3765672686444354
12,2023-12-12,2023-12-14,0.801984298287711,0.6150126793025742
13,2023-12-13,2023-12-15,1.4762124398894105,0.5118583859769351
14,2023-12-14,2023-12-18,1.657054469334348,-0.5526251970257375
15,2023-12-15,2023-12-19,0.699394639951,-0.3881457559007564
16,2023-12-18,2023-12-20,1.934861324253878,0.6145548154996027
17,2023-12-19,2023-12-21,0.4941908707007724,0.19099983283235342
18,2023-12-20,2023-12-22,0.4817825362218154,0.39912778300410845
19,2023-12-21,2023-12-26,-0.578953644082636,0.2926916764317124
20,2023-12-22,2023-12-27,-1.6643474847011142,0.41057388167454506
21,2023-12-26,2023-12-28,-1.1921560353464145,0.06696019488333854
22,2023-12-27,2023-12-29,-1.3369498444007624,0.20061408472403475
23,2023-12-28,2024-01-02,-0.4942739767638619,0.606524863961965
24,2023-12-29,2024-01-03,0.6915595385628772,0.5174871218902545
