index,subsequence_idx,score
114,114,2.32945
129,129,2.54413
130,130,2.50559
143,143,2.8622
144,144,3.13562
279,279,2.59331
342,342,2.48983
356,356,2.5992
393,393,2.66127
394,394,2.55455
427,427,2.61239
429,429,2.67081
430,430,2.5148
495,495,2.37584
