index,subsequence_idx,score,start_date,end_date
13,13,3.3334624415138987,2023-03-15,2023-03-17
36,36,2.980781006505505,2023-06-23,2023-06-27
38,38,2.0394512226454697,2023-07-03,2023-07-06
55,55,4.6077204037765265,2023-09-14,2023-09-18
71,71,2.714043295036937,2023-11-21,2023-11-24
97,97,3.519249847926672,2024-03-15,2024-03-19
119,119,2.858359845404156,2024-06-20,2024-06-24
121,121,4.548426011056674,2024-06-28,2024-07-02
140,140,3.817602832170004,2024-09-19,2024-09-23
162,162,2.6489963690853386,2024-12-23,2024-12-26
181,181,3.1316199716895703,2025-03-19,2025-03-21
