feature_index,feature_name,importance_score
0,log_volume_0,24.95
1,log_return_std_0,16.13
2,low_std_0,24.765
3,excess_return_std_0,15.771
4,daily_return_std_0,16.409
5,open_std_0,16.492
6,relative_volume_std_0,16.171
7,high_low_range_std_0,16.484
8,high_std_0,16.536
9,volume_change_std_0,16.419
10,close_std_1,24.774
11,log_volume_1,28.453
12,log_return_std_1,28.659
13,low_std_1,28.387
14,excess_return_std_1,16.408
15,daily_return_std_1,28.526
16,open_std_1,28.525
17,relative_volume_std_1,28.598
18,high_low_range_std_1,28.426
19,high_std_1,24.88
20,volume_change_std_1,16.26
21,close_std_2,16.295
22,log_volume_2,24.811
23,log_return_std_2,28.43
24,low_std_2,24.771
25,excess_return_std_2,16.533
26,daily_return_std_2,28.485
27,open_std_2,16.269
28,relative_volume_std_2,16.148
29,high_low_range_std_2,16.214
30,high_std_2,15.922
31,volume_change_std_2,24.686
32,ticker,16.354
33,time_period_idx,28.511
