window_index,anomaly_score,start_date,end_date,top_anomalous_stocks
12,-3.081700092819432,2023-11-22,2023-11-27,"NVDA (0.0185), LLY (0.0136), META (0.0135)"
13,-2.794416663248426,2023-11-24,2023-11-28,"NVDA (0.0147), META (0.0132), LLY (0.0131)"
