index,subsequence_idx,score
7,7,2.09205
12,12,2.02305
13,13,1.90603
28,28,2.02836
48,48,2.1918
76,76,2.54095
85,85,2.01174
97,97,2.05436
104,104,1.9255
105,105,2.05639
120,120,2.20002
140,140,2.06124
150,150,2.00683
161,161,1.8873
174,174,2.78221
