index,subsequence_idx,score,start_date,end_date
7,7,2.09205,2023-02-16,2023-02-21
12,12,2.02305,2023-03-10,2023-03-14
13,13,1.90603,2023-03-15,2023-03-17
28,28,2.02836,2023-05-18,2023-05-22
48,48,2.1918,2023-08-15,2023-08-17
76,76,2.54095,2023-12-13,2023-12-15
85,85,2.01174,2024-01-24,2024-01-26
97,97,2.05436,2024-03-15,2024-03-19
104,104,1.9255,2024-04-16,2024-04-18
105,105,2.05639,2024-04-19,2024-04-23
120,120,2.20002,2024-06-25,2024-06-27
140,140,2.06124,2024-09-19,2024-09-23
150,150,2.00683,2024-10-31,2024-11-04
161,161,1.8873,2024-12-18,2024-12-20
174,174,2.78221,2025-02-18,2025-02-20
