feature_index,feature_name,importance_score
0,high_std_0,67.724
1,low_std_0,35.8
2,close_std_0,78.667
3,daily_return_std_0,31.562
4,log_return_std_0,40.852
5,volume_change_std_0,80.123
6,relative_volume_std_0,122.181
7,log_volume_0,19.756
8,high_low_range_std_0,21.134
9,excess_return_std_0,52.589
10,open_std_1,33.025
11,high_std_1,60.217
12,low_std_1,20.373
13,close_std_1,69.159
14,daily_return_std_1,50.003
15,log_return_std_1,42.961
16,volume_change_std_1,27.231
17,relative_volume_std_1,29.519
18,log_volume_1,19.312
19,high_low_range_std_1,19.585
20,excess_return_std_1,18.914
21,open_std_2,33.159
22,high_std_2,20.1
23,low_std_2,19.612
24,close_std_2,19.146
25,daily_return_std_2,18.423
26,log_return_std_2,20.116
27,volume_change_std_2,19.368
28,relative_volume_std_2,20.64
29,log_volume_2,17.418
30,high_low_range_std_2,17.6
31,excess_return_std_2,19.799
