index,subsequence_idx,score,start_date,end_date
13,13,1.7618270241137923,2023-03-15,2023-03-17
15,15,1.9510102812497325,2023-03-23,2023-03-27
21,21,3.1150589289021355,2023-04-19,2023-04-21
52,52,1.9073404534902443,2023-08-31,2023-09-05
76,76,2.0142955700689438,2023-12-13,2023-12-15
95,95,1.966603786328405,2024-03-07,2024-03-11
105,105,2.957285935162819,2024-04-19,2024-04-23
123,123,2.6330916625208354,2024-07-09,2024-07-11
140,140,1.9837441130102975,2024-09-19,2024-09-23
147,147,3.0529990057162,2024-10-18,2024-10-22
151,151,3.152362022174452,2024-11-05,2024-11-07
165,165,1.650649877978619,2025-01-07,2025-01-10
171,171,2.188798287858482,2025-02-04,2025-02-06
