feature_index,feature_name,importance_score
0,high_std_0,37.789
1,low_std_0,125.31
2,close_std_0,117.325
3,daily_return_std_0,20.831
4,log_return_std_0,20.499
5,volume_change_std_0,21.667
6,relative_volume_std_0,20.65
7,log_volume_0,20.58
8,high_low_range_std_0,35.006
9,excess_return_std_0,20.426
10,open_std_1,165.738
11,high_std_1,68.08
12,low_std_1,132.828
13,close_std_1,45.494
14,daily_return_std_1,18.667
15,log_return_std_1,20.687
16,volume_change_std_1,30.029
17,relative_volume_std_1,31.545
18,log_volume_1,18.481
19,high_low_range_std_1,33.999
20,excess_return_std_1,17.966
21,open_std_2,182.337
22,high_std_2,123.822
23,low_std_2,100.681
24,close_std_2,71.889
25,daily_return_std_2,17.812
26,log_return_std_2,17.471
27,volume_change_std_2,35.725
28,relative_volume_std_2,19.846
29,log_volume_2,18.429
30,high_low_range_std_2,19.993
31,excess_return_std_2,19.245
