index,subsequence_idx,score,start_date,end_date
5,5,2.690392295672767,2023-02-08,2023-02-10
30,30,1.731037746767173,2023-05-26,2023-05-31
31,31,1.6248552767641298,2023-06-01,2023-06-05
46,46,1.7211182240905025,2023-08-07,2023-08-09
60,60,2.24670279842198,2023-10-05,2023-10-09
63,63,2.214727781268692,2023-10-18,2023-10-20
73,73,1.6315826932475346,2023-11-30,2023-12-04
81,81,2.063385061837071,2024-01-05,2024-01-09
89,89,1.6947607088386798,2024-02-09,2024-02-13
91,91,2.0789905591980977,2024-02-20,2024-02-22
93,93,1.7690410336620708,2024-02-28,2024-03-01
101,101,2.40352156595101,2024-04-03,2024-04-05
103,103,1.8386905035025827,2024-04-11,2024-04-15
114,114,3.609485538826682,2024-05-29,2024-05-31
135,135,4.237760720674727,2024-08-28,2024-08-30
157,157,1.7791170177778064,2024-12-02,2024-12-04
176,176,1.6108299818291876,2025-02-26,2025-02-28
