index,subsequence_idx,score,start_date,end_date
89,89,2.66471,2023-10-04,2023-10-06
91,91,2.95296,2023-10-05,2023-10-09
92,92,2.74041,2023-10-06,2023-10-10
159,159,2.78344,2024-01-03,2024-01-05
160,160,2.67511,2024-01-04,2024-01-08
161,161,2.59415,2024-01-05,2024-01-09
213,213,2.61783,2024-03-14,2024-03-18
227,227,2.70247,2024-04-02,2024-04-04
228,228,3.15755,2024-04-03,2024-04-05
229,229,3.03654,2024-04-04,2024-04-08
300,300,2.74014,2024-07-09,2024-07-11
302,302,2.95878,2024-07-10,2024-07-12
303,303,2.57181,2024-07-11,2024-07-15
356,356,3.49085,2024-09-18,2024-09-20
358,358,3.60546,2024-09-19,2024-09-23
359,359,3.19916,2024-09-20,2024-09-24
365,365,3.45923,2024-09-30,2024-10-02
366,366,3.74352,2024-10-01,2024-10-03
367,367,3.36477,2024-10-02,2024-10-04
427,427,3.17975,2024-12-18,2024-12-20
428,428,3.23289,2024-12-19,2024-12-23
429,429,2.99188,2024-12-20,2024-12-24
469,469,2.74535,2025-02-13,2025-02-18
470,470,2.99252,2025-02-14,2025-02-19
471,471,2.64078,2025-02-18,2025-02-20
484,484,2.75899,2025-03-06,2025-03-10
485,485,2.67969,2025-03-07,2025-03-11
494,494,3.52308,2025-03-19,2025-03-21
495,495,3.70733,2025-03-20,2025-03-24
496,496,3.3279,2025-03-21,2025-03-25
537,537,2.67312,2023-05-30,2023-06-01
