index,subsequence_idx,score
41,41,2.47273
88,88,2.59288
89,89,3.0971
90,90,3.41573
91,91,3.1752
92,92,2.9933
106,106,2.9627
107,107,3.11903
108,108,2.94667
131,131,2.64981
132,132,2.631
270,270,2.45781
271,271,2.91081
272,272,2.75456
327,327,3.46663
328,328,3.57924
329,329,3.39127
419,419,2.43793
420,420,2.86986
421,421,2.74507
445,445,2.52093
505,505,2.78673
506,506,3.29498
507,507,3.04101
