feature_index,feature_name,importance_score
0,high_std_0,37.106
1,low_std_0,29.131
2,close_std_0,40.521
3,daily_return_std_0,66.787
4,log_return_std_0,54.01
5,volume_change_std_0,18.951
6,relative_volume_std_0,28.321
7,log_volume_0,18.108
8,high_low_range_std_0,28.945
9,excess_return_std_0,70.087
10,open_std_1,20.209
11,high_std_1,51.086
12,low_std_1,39.423
13,close_std_1,31.541
14,daily_return_std_1,18.101
15,log_return_std_1,19.081
16,volume_change_std_1,20.99
17,relative_volume_std_1,31.206
18,log_volume_1,18.106
19,high_low_range_std_1,64.328
20,excess_return_std_1,19.165
21,open_std_2,68.153
22,high_std_2,54.696
23,low_std_2,20.101
24,close_std_2,19.631
25,daily_return_std_2,20.405
26,log_return_std_2,30.765
27,volume_change_std_2,17.773
28,relative_volume_std_2,19.317
29,log_volume_2,17.46
30,high_low_range_std_2,19.624
31,excess_return_std_2,17.876
