,0
Close,0.06627592425608657
High,0.06792906522392546
Low,0.0686804929365795
Open,0.06251878569281635
Volume,0.06973249173429516
daily_return,0.06732792305380222
log_return,0.06417192666065524
volume_change,0.06597535317102494
relative_volume,0.07018334836188758
high_low_range,0.06837992185151788
daily_return_zscore,0.06432221220318605
log_return_zscore,0.06432221220318605
volume_change_zscore,0.06657649534114818
relative_volume_zscore,0.06402164111812443
log_volume,0.06958220619176435
