Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-06-28,-0.0033575313652653,-0.0761556368473561,0.0089205164555775,-0.0382154777271636,-0.2894787631425963
2023-06-29,0.0015721435693503,-0.0404067674586032,0.0098415735539643,0.437290227835287,-0.2259412768276026
2023-06-30,0.0076241763265172,0.2928819281628059,0.0144165538414997,0.9059603561695918,0.2722813127456104
