Date,Close,High,Low,Open,Volume,daily_return,log_return,volume_change,relative_volume,high_low_range,daily_return_zscore,log_return_zscore,volume_change_zscore,relative_volume_zscore,log_volume
2023-04-14,4137.64013671875,4163.18994140625,4113.2001953125,4140.10986328125,3575690000,-0.0020693734728036,-0.0020715175845779,-0.005811059920647,0.932694371864828,0.0121534921034768,-0.6116535482676763,-0.6114835653358325,0.0152141581679752,0.1199472597979222,21.997424001741603
2023-04-17,4151.31982421875,4151.72021484375,4123.18017578125,4137.169921875,3611180000,0.0033061569029655,0.0033007035826147,0.0099253570639512,0.964955761482094,0.0069218510581076,0.4194083798065747,0.4224198261510875,0.6026966743215324,0.950951153608419,22.007300425963916
2023-04-18,4154.8701171875,4169.47998046875,4140.35986328125,4164.259765625,3536640000,0.0008552202959737,0.0008548548034659,-0.0206414523784469,0.9630006200100694,0.0070332333780335,0.0203535951531087,0.0228135140129454,-0.0796900140433857,0.8934710599491174,21.98644296110197
2023-04-19,4154.52001953125,4162.56982421875,4134.490234375,4139.330078125,3572560000,-8.42619976980652e-05,-8.426554793962826e-05,0.0101565327542525,0.9904527228605956,0.0067915482325464,-0.2891401628209445,-0.2881568998694607,0.5169281570404421,1.4024368448488471,21.99654826286869
2023-04-20,4129.7900390625,4148.56982421875,4114.56982421875,4130.47998046875,3772080000,-0.0059525481529729,-0.0059703351883111,0.0558479073829409,1.0514793013218755,0.0082633182695971,-1.3171011397652015,-1.3229669821362786,1.1587280219068434,1.854697229061597,22.050892410665565
2023-04-21,4133.52001953125,4138.02001953125,4113.85986328125,4132.14013671875,3611750000,0.0009031888869577,0.0009027812573008,-0.0425044007550211,1.0032892498115924,0.00587286807352,0.0384520725379848,0.0408974398138876,-1.3361329346335538,0.9102919962228996,22.00745825665064
2023-04-24,4137.0400390625,4142.41015625,4117.77001953125,4132.06982421875,3290940000,0.0008515791660903,0.0008512167782723,-0.0888239772963245,0.9175556607608574,0.0059838545139427,0.0312831199798411,0.0337071493797902,-1.889160259807586,-0.9841986580706854,21.914439075504717
2023-04-25,4071.6298828125,4126.43017578125,4071.3798828125,4126.43017578125,3978640000,-0.0158108588827732,-0.0159371838185764,0.2089676505800775,1.0997040011122416,0.0135212862845707,-2.0266065667328252,-2.0372314912188685,2.508574462800707,2.037948901439277,22.10420588955572
2023-04-26,4055.989990234375,4089.669921875,4049.35009765625,4087.780029296875,3837030000,-0.0038411871973298,-0.0038485835033448,-0.0355925642933263,1.05461876530587,0.0099571099673715,-0.4058844354833533,-0.4028972554200259,-0.5455680567664842,1.0440024121733025,22.067964467049567
2023-04-27,4135.35009765625,4138.240234375,4075.2900390625,4075.2900390625,3750550000,0.019566149722497,0.0193771934026963,-0.0225382652728802,1.0265056903866925,0.0154468012605506,2.244432454571074,2.2322011129601425,-0.3652964306750006,0.4494702419005776,22.04516833310752
