Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2024-07-25,0.0303358876670778,0.4672970843183608,0.0434755071448983,1.8032180614356783,1.8473053941319932
2024-07-26,0.0195779200929724,-0.0193340494092373,0.0286757237396305,0.9538473377103937,-0.4060130913657299
2024-07-29,-0.0057114484144696,-0.4337349397590361,0.0244474360938016,-0.6823974056041052,-1.694012309459135
