Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-09-19,-0.0021510106153728,0.1435042689079884,0.0075261875972682,-0.1580251137731886,0.2498310693773577
2023-09-20,-0.0093947947580596,-0.0847690656397999,0.0135525457769924,-1.2227693120689591,-0.377480157395301
2023-09-21,-0.0164009341032194,0.1069654974383775,0.0107480820289325,-1.6915012793485,0.1593793475764389
2023-09-22,-0.0022955984771939,-0.0854016830769398,0.0094775305276865,0.1008643951611535,-0.3972717808206795
2023-09-25,0.0040230650909416,-0.0459521669945695,0.0083225808648048,0.9693024416360534,-0.2620547290909618
2023-09-26,-0.0147345339908682,0.0865833242063429,0.0110243801826473,-1.2417473263203287,0.092344376811542
2023-09-27,0.0002293140607452,0.1162155779675953,0.0126078338717299,0.5506949792660758,0.1505855891004545
2023-09-28,0.0058931739705165,-0.0076498756411447,0.0124027732453955,1.3224871382066872,-0.1858889557965017
2023-09-29,-0.002709582086142,0.005129698431971,0.013635543836929,0.1294886604929493,0.1813214321078464
2023-10-02,7.936755559079245e-05,0.0188051609432069,0.0094760862862768,0.5121044423344985,-0.0777463830064823
