Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-05-22,0.0001550346964389,-0.0775328434647072,0.0070675357491864,-0.1990153515858036,-1.3368630274777875
2023-05-23,-0.0112220267475501,0.1144690118331133,0.0104139335557304,-1.7207166689984468,1.491319546300652
2023-05-24,-0.0073186003353533,-0.1001511315614681,0.0070614331957437,-0.9465907986193896,-1.2662004479139404
2023-05-25,0.0087575812659024,0.1092758801442035,0.0087197599059884,1.064604566956601,1.2328550849409892
2023-05-26,0.0130490867779973,-0.1042249310471193,0.0136447968330142,1.2827634287850116,-1.3378551389731168
2023-05-30,1.660326849850513e-05,0.138085189989934,0.0092839334768684,-0.194362618652028,1.249702379033676
2023-05-31,-0.0061086242098339,0.4143681816999369,0.0070304813194605,-0.9096997152580026,2.2755595288991644
2023-06-01,0.0098544535630327,-0.2656575266650727,0.0145722155004278,0.997023508053164,-1.5589439821533688
2023-06-02,0.0145344247059655,0.0141944415350216,0.0117095123554099,1.3857389957177826,-0.0629672598303209
2023-06-05,-0.0020035816359177,-0.143888913834134,0.0076075302625283,-0.439170190657003,-0.799216516913414
