Date,Close,High,Low,Open,Volume,daily_return,log_return,volume_change,relative_volume,high_low_range,daily_return_zscore,log_return_zscore,volume_change_zscore,relative_volume_zscore,log_volume
2024-12-03,6049.8798828125,6052.06982421875,6033.39013671875,6042.97021484375,4095000000,0.0004514491145146,0.0004513472420221,-0.0719483645214584,1.0246555393328851,0.0030960516520085,-0.7227254333715784,-0.7212059569953722,-0.3478291086475317,0.393631967344016,22.13303255449565
2024-12-04,6086.490234375,6089.83984375,6061.06005859375,6069.39013671875,4003390000,0.0060514179242647,0.0060331816281361,-0.0223711843711843,1.0025744344633631,0.0047483088565413,1.0128773176423802,1.011381195070544,-0.186152810630096,0.2137161324176147,22.110407339390743
2024-12-05,6075.10986328125,6094.5498046875,6072.89990234375,6089.02978515625,4212020000,-0.0018697756269248,-0.0018715258393823,0.0521133339494779,1.04334105349203,0.0035650023369221,-1.3232283243783205,-1.3230622613139775,0.004009397244913,0.3466944302660256,22.161208179782363
2024-12-06,6090.27001953125,6099.97021484375,6079.97998046875,6081.3798828125,3924830000,0.0024954538421815,0.0024923453675383,-0.0681834369257505,0.9796104899986796,0.0032878783218392,0.0415150592629589,0.0429425357060058,-0.3042542039167312,0.0120398931772362,22.090588875395664
2024-12-09,6052.85009765625,6088.509765625,6048.6298828125,6083.009765625,4556460000,-0.0061442139272964,-0.0061631672852274,0.1609318110593325,1.1256007559241852,0.0065932093027911,-1.7972508010527632,-1.8002002205212249,0.3354406998236561,0.7104159027124188,22.239811843413555
2024-12-10,6034.91015625,6065.39990234375,6029.89013671875,6057.58984375,4048410000,-0.0029638833139443,-0.0029682843142792,-0.1115010336972123,1.040842503414919,0.0058889573142908,-0.862629447127094,-0.8619817357937042,-0.3634734054752757,0.493690460928651,22.12159004863463
2024-12-11,6084.18994140625,6092.58984375,6060.14990234375,6060.14990234375,4269950000,0.0081657860482335,0.0081326264113682,0.0547227183017531,1.0856645094658597,0.0053529932310261,1.5078985945650256,1.5047112727809002,0.0492354181910324,0.6512996953663438,22.174867954750702
2024-12-12,6051.25,6079.68017578125,6051.25,6074.2900390625,3678010000,-0.0054140225278102,-0.0054287314614632,-0.1386292579538401,0.9277370944503412,0.0046982318994009,-1.27731814118081,-1.2790105418461044,-0.6018031805109273,-0.4546086490543308,22.02563768226568
2024-12-13,6051.08984375,6078.580078125,6035.77001953125,6068.169921875,3584960000,-2.6466639124200775e-05,-2.646698937187397e-05,-0.0252990067998727,0.8789790489267019,0.007092725278667,-0.0744901028828441,-0.0724491430140152,-0.3225335402713366,-1.835158190285333,22.000013153613576
2024-12-16,6074.080078125,6085.18994140625,6059.14013671875,6063.7900390625,4391100000,0.0037993543260221,0.0037921550087844,0.2248672230652504,1.0771970357272436,0.0042992576668819,0.7070001087366572,0.7081790485143031,1.8654387659846337,0.7854894788616112,22.202845602350017
