Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-03-01,-0.00472526484568,-0.157417615100924,0.0082963991915632,-0.0242946974477372,-1.445129191707317
2023-03-02,0.0075821940867943,-0.0010777789282453,0.0159566252860595,1.342072352009846,-0.0911903900082601
2023-03-03,0.0161477371607488,-0.0377323376286838,0.0132960845786929,1.7209018714883992,-0.3529747578700077
2023-03-06,0.0006871667698291,-0.0205301207178931,0.0083765509932169,0.1397943964042487,-0.2111572966174959
2023-03-07,-0.0153269191153376,-0.0195882395578961,0.0175086715306976,-1.6685947637016965,-0.1707720873191063
2023-03-08,0.0014147940136839,-0.0986437221159974,0.0077208451564706,0.1497179030625305,-0.7354633628690591
2023-03-09,-0.0184593578738486,0.2572965603848884,0.0279146797617869,-1.5353976266897789,1.595050940757345
2023-03-10,-0.0144781384570513,0.2413649595299263,0.0228088091759276,-1.0773729882788168,1.195925993462981
2023-03-13,-0.0015097610031894,0.1884367881497375,0.0252542594617261,0.1545301501834078,0.7290281700112964
2023-03-14,0.0164766554806239,-0.1360395363234634,0.016434238214772,1.4253377891164676,-1.0306988017214525
