Date,Close,High,Low,Open,Volume,daily_return,log_return,volume_change,relative_volume,high_low_range,daily_return_zscore,log_return_zscore,volume_change_zscore,relative_volume_zscore,log_volume
2023-10-13,4327.77978515625,4377.10009765625,4311.97021484375,4360.490234375,3566560000,-0.0050188588887675,-0.0050314956602198,-0.0394760229886296,0.9710257224239052,0.0151044370826805,-0.7730644567252348,-0.7705317763342105,-0.4170092537496848,-0.3264223895976668,21.99486738303728
2023-10-16,4373.6298828125,4383.330078125,4342.3701171875,4342.3701171875,3409960000,0.0105943693839298,0.0105386423025899,-0.0439078551881925,0.9419487573865118,0.0094326277659697,1.0373100931989323,1.034130383412996,-0.3930891794039154,-0.5824866345877578,21.94996639826102
2023-10-17,4373.2001953125,4393.56982421875,4337.5400390625,4345.22998046875,3794850000,-9.824505308242416e-05,-9.824987944376509e-05,0.1128722917570881,1.0528925307986707,0.0129174104795952,-0.5511154859046205,-0.548848871792262,1.221211927145497,1.2831004095966274,22.05691072158466
2023-10-18,4314.60009765625,4364.2001953125,4303.83984375,4357.35009765625,3686030000,-0.0133998205065164,-0.0134904082511518,-0.0286757052320908,1.025305022980164,0.0140247671274652,-1.8398875309564424,-1.8472505149708136,-0.3286710103989472,0.8123885727525298,22.027815835336177
2023-10-19,4278.0,4339.5400390625,4269.68994140625,4321.35986328125,3969730000,-0.008482848196321,-0.0085190323280579,0.0769662753694353,1.0924209722767628,0.0163595246059587,-1.0563172959235574,-1.056360482226233,0.6765697564702066,1.4806253495263897,22.10196391950906
2023-10-20,4224.16015625,4276.56005859375,4223.02978515625,4273.85009765625,4004030000,-0.0125852837190275,-0.0126651491961559,0.0086403861219781,1.098775741386791,0.012675798220902,-1.2680593957314643,-1.271082896349099,0.0264520041162461,1.3615136837128694,22.110567191128556
2023-10-23,4217.0400390625,4255.83984375,4189.22021484375,4210.39990234375,3776100000,-0.0016855698941634,-0.0016869920654349,-0.0569251479134771,1.019402142955486,0.015902632349141,0.1340010928207584,0.1375816838771235,-1.2055305132017224,0.1396329578167251,22.051957568194663
2023-10-24,4247.68017578125,4259.3798828125,4219.43017578125,4235.7900390625,3821820000,0.0072657922227272,0.0072395235196288,0.0121077301978231,1.0234126716345489,0.0094680336839211,1.2044474534408949,1.2031604477324869,0.0463525626414835,0.0717617468818082,22.063992586155727
2023-10-25,4186.77001953125,4232.419921875,4181.419921875,4232.419921875,3869370000,-0.0143396286277125,-0.014443434657238,0.0124417162503729,1.0287706528758822,0.0121968137505622,-1.1660078888733505,-1.170410472640417,0.0722076032487205,0.0639856602758613,22.076357540297025
2023-10-26,4137.22998046875,4183.60009765625,4127.89990234375,4175.990234375,4277640000,-0.0118325197781096,-0.0119030812055848,0.1055133006148287,1.1205023877510767,0.0134935915671972,-0.7779325570544281,-0.7785550507708999,1.4325142437797893,1.483863136545826,22.176667292826817
