Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2025-03-06,-0.0178190070857499,-0.022869974668793,0.0175851312411203,-0.9418629640141952,-0.2832002420484137
2025-03-07,0.005520617802748,0.1045598519287214,0.020598967888663,0.7909569393780534,0.710664779376071
2025-03-10,-0.0269730913054258,0.1234378122184556,0.0254043114798422,-1.4679031723602698,0.6994986368156483
2025-03-11,-0.0075678653236531,-0.0293523388414149,0.0195154927706527,-0.072938048785769,-0.3947586345918503
2025-03-12,0.0048868699294464,-0.1609663025377578,0.0173275407293567,0.7584755445532773,-1.2753910392175871
2025-03-13,-0.0138909842068353,-0.0384782646178132,0.0169184025259894,-0.5611236497596979,-0.3316886002646019
2025-03-14,0.0212658690830878,-0.0310421639456622,0.0146337375101636,1.739867710147838,-0.0795755987610666
2025-03-17,0.0064161307191059,0.0346666173162415,0.0128571049519559,0.6216126931488019,0.4249118333881193
2025-03-18,-0.0106535121176365,-0.0726384552553077,0.0101415605363892,-0.528531501259979,-0.5374683561380754
2025-03-19,0.0107984955678945,-0.0013243982881402,0.0165646685598543,0.9135430268375376,0.0976973680120504
