Date,Close,High,Low,Open,Volume,daily_return,log_return,volume_change,relative_volume,high_low_range,daily_return_zscore,log_return_zscore,volume_change_zscore,relative_volume_zscore,log_volume
2023-12-01,4594.6298828125,4599.39013671875,4554.7099609375,4559.43017578125,4397120000,0.0058737421236076,0.0058565589538466,-0.1856129498268294,1.1941936126915118,0.0098096643176931,1.2190243463308457,1.2187057040483422,-0.6250478159637496,0.7136722158904536,22.204215618335105
2023-12-04,4569.77978515625,4572.3701171875,4546.72021484375,4564.3701171875,4369910000,-0.0054085091269721,-0.0054231880638269,-0.0061881413288698,1.1680035281382388,0.0056414076810819,-1.660873905959715,-1.6645981082838464,-0.1942745506539336,0.5373882259555093,22.19800825110499
2023-12-05,4567.18017578125,4578.56005859375,4551.68017578125,4557.25,3909950000,-0.0005688697261614,-0.0005690315939348,-0.1052561723239151,1.037709408986413,0.0059054858369714,-0.2980372048318508,-0.2966816491715038,-0.4185735979350056,0.0357221655293123,22.086790423393893
2023-12-06,4549.33984375,4590.740234375,4546.5,4586.22998046875,4245680000,-0.0039062028088695,-0.0039138519449437,0.0858655481527896,1.105264171799009,0.00973061352139,-1.1602825778746908,-1.1611352317988457,0.0198233866278864,0.2103386318777947,22.169167832573464
2023-12-07,4585.58984375,4590.919921875,4565.22021484375,4568.83984375,3818880000,0.0079681890658929,0.0079366106848219,-0.1005257108401952,0.9744693262171106,0.0056294561536566,1.7427264431532328,1.7394921247794048,-0.4487357079484485,-0.3406061224870149,22.063223023119793
2023-12-08,4604.3701171875,4609.22998046875,4574.06005859375,4576.2001953125,3707010000,0.0040954978699407,0.0040871341465037,-0.0292939291101055,0.8985200999397918,0.0076889943342398,0.7146455638783765,0.7156748852876389,-0.4252632784927512,-1.209381791402073,22.033491458980265
2023-12-11,4622.43994140625,4623.7099609375,4593.39013671875,4593.39013671875,3823210000,0.0039244942866989,0.0039168135477814,0.0313460174102577,0.9173635895523712,0.0066007509304247,0.545621646023975,0.546657592669643,0.0848262691599557,-1.0458372151960815,22.06435622109632
2023-12-12,4643.7001953125,4643.93017578125,4608.08984375,4618.2998046875,3808380000,0.0045993575202152,0.0045888127956924,-0.0038789394252474,0.9089602894635092,0.0077776981887322,0.6050299889567184,0.6056493087625227,-0.1319921444336447,-0.991282678227414,22.06046973907539
2023-12-13,4707.08984375,4709.68994140625,4643.22998046875,4646.2001953125,5063650000,0.0136506763510459,0.0135583451750198,0.329607339603716,1.1902402951924742,0.0143133037168214,1.8338612591442272,1.8271811531111128,1.96888815941238,0.5630727094297115,22.345353404273343
2023-12-14,4719.5498046875,4738.56982421875,4694.33984375,4721.0400390625,6314040000,0.0026470624846992,0.0026435651851544,0.2469345235156459,1.4529119378487143,0.0094219809261652,-0.1145373165364271,-0.1120926646893666,1.3874105606301508,2.1100192613018445,22.566041562348808
