Date,open_std,high_std,low_std,close_std,daily_return_std,log_return_std,volume_change_std,relative_volume_std,log_volume,high_low_range_std
2024-04-05,-2.1310973455541795,-0.9712319593408856,-1.393739956107935,-0.410171258571542,1.719564765700117,1.7136732740581726,-1.1584490212200915,0.0757323303479677,21.943145454730907,0.909361464807484
2024-04-08,-0.2748707451378764,-0.9219507079148408,-0.0456954405842492,-0.3745138376496991,0.0311235669294815,0.03422002462655,-0.2999806901878913,-0.3640056517752819,21.910554227596936,-0.5796387287360262
2024-04-09,-0.0718556878258299,-0.6268236343519173,-1.010765611048531,-0.1043896670053516,0.2321675488819012,0.2350159065374412,0.2427434219841921,-0.2560426952148102,21.947241248865257,0.7063753200080025
2024-04-10,-1.3688241586944043,-1.944994621880973,-1.3314866718998923,-1.3747055261767098,-1.1681030011433784,-1.169924893765416,1.0946118252669632,1.218196308947451,22.07028128347935,-0.1750285639295387
2024-04-11,-0.996638626469612,-0.5921719048415688,-1.0763697112030246,-0.1501234532109813,1.154370776489437,1.1527697529649323,-0.7151876714685149,-0.0223131934038422,21.978705220930134,0.8447448014814728
2024-04-12,-0.8545159059249091,-1.5400181652777931,-1.6111463640244947,-1.880314067165108,-1.4418416161898542,-1.447306099015879,0.9824544076880962,1.3981899344179092,22.10032266336609,0.5135454516450358
2024-04-15,-1.3229604392936487,-1.4759874331399647,-2.190236480492464,-2.2366384076498065,-0.9602496557223562,-0.9615052090407744,-0.2377206498691383,0.9365070982437016,22.09703457925637,1.6911190081284544
2024-04-16,-2.269714610322799,-2.357053380826794,-1.7640402730235392,-1.7390510926064051,0.1040519172004803,0.1080195535819371,0.0706114084403236,0.9673859751195404,22.111108998305767,-0.7165073812088618
2024-04-17,-1.6036702695556362,-1.714150263330989,-1.7479312452754123,-1.641556976963165,-0.2436916834255846,-0.240371246768081,-1.023178339623087,-0.4198576219318774,22.00312410445962,0.178575678697073
2024-04-18,-1.7187107115457734,-1.5973537429788298,-1.412484077669648,-1.3996796413103891,0.053660867462699,0.0573645805929825,0.1477258110562027,-0.0620385496954804,22.00967356251998,-0.2155670816811987
