Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-07-12,0.0027538939557127,-0.1302230556099745,0.0213557799103265,0.527309746139981,-0.4148695070955666
2023-07-13,-0.0133908256885881,-0.078093828431688,0.0181885020101594,-0.5397309204475292,-0.3547942231774923
2023-07-14,0.0339544597030641,0.0312030993682594,0.0217298006123035,1.961269978508448,-0.1446180771721419
