Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2024-09-10,0.0044726726528396,0.0058129505428732,0.0103257681740007,0.6246361748937677,-0.2147491652349824
2024-09-11,0.0106650258888965,-0.0022686048989392,0.0283801242141792,1.0529162414994124,-0.3161989820520642
2024-09-12,0.0074953023589392,-0.0480225032231178,0.0117803199236744,0.6430690616426921,-0.5574900043937783
2024-09-13,0.0054077114053645,-0.0422098619178291,0.0061803428973693,0.4091547625983588,-0.4716470579643582
2024-09-16,0.0012566297656613,-0.0182016059232345,0.0056240256969873,0.132473042536614,0.0014657497079225
2024-09-17,0.0002645500810987,0.0018998740206046,0.0101103937230584,-0.1990043022991312,0.2562635553628247
2024-09-18,-0.002896455862498,0.0719566732489256,0.0132981045392203,-0.557392652908136,1.5153274175890152
2024-09-19,0.0169768531667633,0.0902478470169774,0.0082916673392989,1.393388836211786,1.4979976451088353
2024-09-20,-0.0019410273951238,0.9548270232797372,0.0071636218699435,-1.131580998670535,2.815958864249272
2024-09-23,0.0028092730585327,-0.5513622277641771,0.0037059663970352,-0.2707362087614073,-1.6285068897917891
