Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-12-12,0.0045993575202152,-0.0038789394252474,0.0077776981887322,0.6050299889567184,-0.1319921444336447
2023-12-13,0.0136506763510459,0.329607339603716,0.0143133037168214,1.8338612591442272,1.96888815941238
2023-12-14,0.0026470624846992,0.2469345235156459,0.0094219809261652,-0.1145373165364271,1.3874105606301508
2023-12-15,-7.62494933082003e-05,0.3016990706425679,0.0044295891991919,-0.4941906403245644,1.4033547941012166
2023-12-18,0.0045283443669004,-0.5059800607861316,0.0050660323199408,0.1741768767165318,-2.166338649353304
2023-12-19,0.0058664078189105,-0.0082185235719176,0.0052637435244107,0.3319298279591319,-0.1781029478608044
2023-12-20,-0.0146842669110067,0.0432955795548513,0.0170696076918159,-2.468985600234392,0.0531746637464614
2023-12-21,0.0103014678212025,-0.1833090552493026,0.0085719758395495,0.9127737775346234,-0.8320738827499835
2023-12-22,0.0016600585268868,-0.1120343438700388,0.0076359886010635,-0.2113090174163414,-0.503338739273455
2023-12-26,0.0042316894655107,-0.174893411711419,0.0055207091496152,0.1280878855681231,-0.6542782464788884
