Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2023-07-06,-0.0079225113365009,0.057255744238533,0.0085678188785537,-1.2701056092717198,-0.0233248232896336
2023-07-07,-0.0028651005386203,-0.0139977512343767,0.0097762849251183,-0.4606948107937842,-0.2130340762068806
2023-07-10,0.0024050260571313,-0.0553315264097309,0.0051664212980821,0.1511607615155302,-0.1478567006883405
2023-07-11,0.0067422110558885,0.0567471425239094,0.0079801509127846,0.6599283112636783,0.0521953357387794
2023-07-12,0.0074112334853124,0.0816920606364954,0.0056259398218625,0.9025714328441772,0.1267967669292043
2023-07-13,0.0084701534580691,-0.0206005167985021,0.0062414287080052,0.8954875463265572,-0.2058782457586238
2023-07-14,-0.0010244071333035,-0.050026956424354,0.0062672142751803,-0.5644001106832964,-0.2937340967053251
2023-07-17,0.0038553825145495,-0.0299414659556677,0.0062043987476743,0.4282763116841758,-0.1921786490526931
2023-07-18,0.0071172752058423,0.1559447634982365,0.0105679502654155,0.8938120048696654,0.2908303799583222
2023-07-19,0.002357910335732,0.0062738232913857,0.0045968814788617,-0.0562544508310895,-0.1854373833676552
