feature_index,feature_name,importance_score
0,log_volume_0,16.29
1,log_return_std_0,24.911
2,low_std_0,16.439
3,excess_return_std_0,16.279
4,daily_return_std_0,24.884
5,open_std_0,28.512
6,relative_volume_std_0,28.603
7,high_low_range_std_0,24.769
8,high_std_0,16.195
9,volume_change_std_0,28.482
10,close_std_1,16.238
11,log_volume_1,28.368
12,log_return_std_1,16.331
13,low_std_1,24.862
14,excess_return_std_1,16.094
15,daily_return_std_1,16.192
16,open_std_1,16.193
17,relative_volume_std_1,24.89
18,high_low_range_std_1,16.172
19,high_std_1,16.473
20,volume_change_std_1,28.503
21,close_std_2,28.452
22,log_volume_2,28.616
23,log_return_std_2,28.559
24,low_std_2,24.866
25,excess_return_std_2,16.232
26,daily_return_std_2,15.905
27,open_std_2,28.363
28,relative_volume_std_2,24.868
29,high_low_range_std_2,16.396
30,high_std_2,16.431
31,volume_change_std_2,16.164
32,ticker,28.542
33,time_period_idx,16.34
