index,subsequence_idx,score
3,3,3.04122
4,4,3.20215
5,5,3.17626
184,184,2.89635
185,185,2.95205
186,186,3.49155
187,187,3.18944
188,188,3.13349
356,356,3.79608
357,357,3.97811
358,358,3.97226
420,420,2.48543
421,421,2.44217
513,513,2.52194
514,514,3.14494
515,515,3.20183
516,516,2.70188
