feature_index,feature_name,importance_score
0,log_volume_0,28.617
1,log_return_std_0,28.412
2,low_std_0,16.1
3,excess_return_std_0,16.449
4,daily_return_std_0,28.46
5,open_std_0,16.333
6,relative_volume_std_0,15.994
7,high_low_range_std_0,16.436
8,high_std_0,28.595
9,volume_change_std_0,24.746
10,close_std_1,16.327
11,log_volume_1,28.568
12,log_return_std_1,24.905
13,low_std_1,15.9
14,excess_return_std_1,24.969
15,daily_return_std_1,16.296
16,open_std_1,16.172
17,relative_volume_std_1,24.838
18,high_low_range_std_1,24.818
19,high_std_1,16.147
20,volume_change_std_1,16.375
21,close_std_2,16.329
22,log_volume_2,28.497
23,log_return_std_2,16.275
24,low_std_2,28.541
25,excess_return_std_2,28.432
26,daily_return_std_2,16.32
27,open_std_2,28.327
28,relative_volume_std_2,16.465
29,high_low_range_std_2,16.342
30,high_std_2,24.816
31,volume_change_std_2,24.771
32,ticker,28.551
33,time_period_idx,16.395
