index,subsequence_idx,score,start_date,end_date
30,30,1.8526440109935982,2023-03-02,2023-03-06
31,31,1.8098333571391947,2023-03-03,2023-03-07
32,32,2.3590459975037943,2023-03-06,2023-03-08
33,33,2.269282457529376,2023-03-07,2023-03-09
41,41,1.8753243910159743,2023-03-17,2023-03-21
57,57,1.9643634155252974,2023-04-11,2023-04-13
68,68,3.4138313829335716,2023-04-26,2023-04-28
69,69,4.1936672652501725,2023-04-27,2023-05-01
84,84,1.7239085120732014,2023-05-18,2023-05-22
85,85,2.322834094739244,2023-05-19,2023-05-23
96,96,1.6943256758610468,2023-06-06,2023-06-08
126,126,1.6080476571923563,2023-07-20,2023-07-24
128,128,1.8090242417018991,2023-07-24,2023-07-26
163,163,1.593834006484464,2023-09-12,2023-09-14
164,164,2.0708826897734824,2023-09-13,2023-09-15
165,165,1.8881498284388532,2023-09-14,2023-09-18
166,166,2.3396963330247815,2023-09-15,2023-09-19
193,193,2.2723026663639754,2023-10-24,2023-10-26
228,228,1.9221302374495988,2023-12-13,2023-12-15
229,229,1.875274483788454,2023-12-14,2023-12-18
259,259,2.4703013409338364,2024-01-30,2024-02-01
260,260,2.5208221495247822,2024-01-31,2024-02-02
271,271,4.745851958829084,2024-02-15,2024-02-20
272,272,2.3839847314314437,2024-02-16,2024-02-21
273,273,2.237166278254392,2024-02-20,2024-02-22
316,316,1.7803058115152146,2024-04-22,2024-04-24
317,317,1.9851479707608493,2024-04-23,2024-04-25
318,318,1.5363167333604864,2024-04-24,2024-04-26
405,405,1.6464964273377598,2024-08-28,2024-08-30
444,444,2.004490746767635,2024-10-23,2024-10-25
448,448,5.951259612043735,2024-10-29,2024-10-31
449,449,4.826947253655365,2024-10-30,2024-11-01
450,450,2.4363650182507435,2024-10-31,2024-11-04
481,481,2.2378292582490382,2024-12-16,2024-12-18
483,483,2.353845809544764,2024-12-18,2024-12-20
508,508,1.6128711790026589,2025-01-28,2025-01-30
509,509,1.555472377418817,2025-01-29,2025-01-31
525,525,2.1220125430490513,2025-02-21,2025-02-25
526,526,2.359695768763323,2025-02-24,2025-02-26
527,527,2.440594919532093,2025-02-25,2025-02-27
530,530,1.963137164015869,2025-02-28,2025-03-04
