feature_index,feature_name,importance_score
0,daily_return_zscore_0,42.284
1,relative_volume_zscore_0,23.499
2,Close_0,24.008
3,Volume_0,23.888
4,Open_0,36.207
5,Low_0,24.048
6,relative_volume_0,23.328
7,high_low_range_0,43.54
8,daily_return_0,23.648
9,volume_change_0,23.55
10,log_return_0,43.478
11,excess_return_0,36.391
12,High_0,43.48
13,volume_change_zscore_0,23.617
14,log_return_zscore_0,36.384
15,log_volume_1,23.438
16,daily_return_zscore_1,23.474
17,relative_volume_zscore_1,43.394
18,Close_1,23.851
19,Volume_1,23.852
20,Open_1,23.132
21,Low_1,36.389
22,relative_volume_1,23.694
23,high_low_range_1,43.685
24,daily_return_1,36.412
25,volume_change_1,23.887
26,log_return_1,43.483
27,excess_return_1,23.8
28,High_1,43.623
29,volume_change_zscore_1,23.65
30,log_return_zscore_1,43.451
31,log_volume_2,23.558
32,daily_return_zscore_2,23.925
33,relative_volume_zscore_2,23.142
34,Close_2,23.777
35,Volume_2,36.143
36,Open_2,36.424
37,Low_2,42.183
38,relative_volume_2,43.532
39,high_low_range_2,23.624
40,daily_return_2,36.312
41,volume_change_2,23.411
42,log_return_2,36.119
43,excess_return_2,43.334
44,High_2,36.423
45,volume_change_zscore_2,36.002
46,log_return_zscore_2,23.725
47,ticker,23.893
48,time_period_idx,36.437
