feature_index,feature_name,importance_score
0,High_0,23.572
1,Low_0,42.281
2,Open_0,23.236
3,Volume_0,44.83
4,daily_return_0,35.672
5,log_return_0,23.641
6,volume_change_0,23.63
7,relative_volume_0,35.695
8,high_low_range_0,35.611
9,excess_return_0,35.529
10,daily_return_zscore_0,23.475
11,log_return_zscore_0,23.348
12,volume_change_zscore_0,22.55
13,relative_volume_zscore_0,42.35
14,log_volume_0,23.66
15,Close_1,23.553
16,High_1,23.448
17,Low_1,23.37
18,Open_1,23.661
19,Volume_1,50.281
20,daily_return_1,41.548
21,log_return_1,23.747
22,volume_change_1,42.474
23,relative_volume_1,35.654
24,high_low_range_1,22.957
25,excess_return_1,23.154
26,daily_return_zscore_1,42.314
27,log_return_zscore_1,35.605
28,volume_change_zscore_1,23.678
29,relative_volume_zscore_1,23.74
30,log_volume_1,23.623
31,Close_2,35.342
32,High_2,23.328
33,Low_2,35.627
34,Open_2,23.529
35,Volume_2,44.125
36,daily_return_2,23.384
37,log_return_2,35.417
38,volume_change_2,42.215
39,relative_volume_2,35.655
40,high_low_range_2,42.243
41,excess_return_2,35.387
42,daily_return_zscore_2,23.476
43,log_return_zscore_2,22.869
44,volume_change_zscore_2,23.571
45,relative_volume_zscore_2,35.569
46,log_volume_2,41.935
