feature_index,feature_name,importance_score
0,log_volume_0,28.563
1,log_return_std_0,16.154
2,low_std_0,24.856
3,excess_return_std_0,15.653
4,daily_return_std_0,16.37
5,open_std_0,16.287
6,relative_volume_std_0,16.379
7,high_low_range_std_0,16.466
8,high_std_0,16.431
9,volume_change_std_0,28.437
10,close_std_1,28.371
11,log_volume_1,28.56
12,log_return_std_1,24.927
13,low_std_1,28.507
14,excess_return_std_1,16.094
15,daily_return_std_1,16.087
16,open_std_1,28.321
17,relative_volume_std_1,24.688
18,high_low_range_std_1,24.934
19,high_std_1,28.546
20,volume_change_std_1,16.543
21,close_std_2,28.508
22,log_volume_2,28.567
23,log_return_std_2,16.05
24,low_std_2,16.209
25,excess_return_std_2,15.943
26,daily_return_std_2,16.209
27,open_std_2,16.55
28,relative_volume_std_2,15.975
29,high_low_range_std_2,28.62
30,high_std_2,16.164
31,volume_change_std_2,24.875
32,ticker,24.886
33,time_period_idx,24.676
