window_index,start_date,end_date,iforest_score,lof_score
0,2024-11-29,2024-12-03,-0.1946796874159537,0.3268404212422319
1,2024-12-02,2024-12-04,-0.2585064335030399,0.33774258505317434
2,2024-12-03,2024-12-05,-0.6527150799091083,0.362109146984725
3,2024-12-04,2024-12-06,-0.358605074754778,0.38219864636496464
4,2024-12-05,2024-12-09,-0.9201689791233877,0.31724477279005847
5,2024-12-06,2024-12-10,-0.2258685182890846,0.39706272589978847
6,2024-12-09,2024-12-11,-0.06122118683995792,0.3915038487085324
7,2024-12-10,2024-12-12,-0.12333606457833543,0.4074291288308579
8,2024-12-11,2024-12-13,-0.5449091823971,0.3524522923173789
9,2024-12-12,2024-12-16,-1.0028751286895503,0.34093611877238167
10,2024-12-13,2024-12-17,-0.9977695146679154,0.41764316636846555
11,2024-12-16,2024-12-18,0.9798887875241434,0.39762069281734824
12,2024-12-17,2024-12-19,0.49993204520667944,0.3317286372207261
13,2024-12-18,2024-12-20,3.089283052110265,-1.5977836679474653
14,2024-12-19,2024-12-23,1.4049956819316076,-2.4619716227674244
15,2024-12-20,2024-12-24,2.2371405381552543,-3.550092404447441
16,2024-12-23,2024-12-26,0.6529494330723528,0.3181184040128228
17,2024-12-24,2024-12-27,-0.41441677891617723,0.3697254004228047
18,2024-12-26,2024-12-30,-0.5297304965466888,0.34947708031432606
19,2024-12-27,2024-12-31,-0.32432623988834464,0.3026335237144397
20,2024-12-30,2025-01-02,-0.3457478134279593,0.3338021147992785
21,2024-12-31,2025-01-03,-0.8418590729001965,0.3574725205408879
22,2025-01-02,2025-01-06,-0.6087122674160227,0.41445048418545105
23,2025-01-03,2025-01-07,-0.45874201873670134,0.40165598380168743
