feature_index,feature_name,importance_score
0,log_volume_0,16.386
1,log_return_std_0,28.533
2,low_std_0,24.987
3,excess_return_std_0,28.487
4,daily_return_std_0,16.342
5,open_std_0,28.464
6,relative_volume_std_0,16.271
7,high_low_range_std_0,16.445
8,high_std_0,16.017
9,volume_change_std_0,16.268
10,close_std_1,24.807
11,log_volume_1,28.465
12,log_return_std_1,16.286
13,low_std_1,16.159
14,excess_return_std_1,16.131
15,daily_return_std_1,28.435
16,open_std_1,16.305
17,relative_volume_std_1,28.668
18,high_low_range_std_1,16.431
19,high_std_1,16.404
20,volume_change_std_1,24.977
21,close_std_2,16.467
22,log_volume_2,24.675
23,log_return_std_2,28.382
24,low_std_2,28.427
25,excess_return_std_2,24.983
26,daily_return_std_2,28.578
27,open_std_2,24.882
28,relative_volume_std_2,16.092
29,high_low_range_std_2,16.446
30,high_std_2,28.561
31,volume_change_std_2,16.039
32,ticker,16.034
33,time_period_idx,24.931
