index,window_idx,stock_idx,ticker,score,start_date,end_date
466,170,16,TSLA,9.98105,2025-01-30,2025-02-03
467,171,16,TSLA,9.87162,2025-02-04,2025-02-06
468,171,17,GOOGL,10.0728,2025-02-04,2025-02-06
469,171,19,GOOG,10.0098,2025-02-04,2025-02-06
470,171,22,PLTR,10.8253,2025-02-04,2025-02-06
471,172,7,AMZN,9.75322,2025-02-07,2025-02-11
472,172,8,KO,10.1225,2025-02-07,2025-02-11
473,172,16,TSLA,11.1543,2025-02-07,2025-02-11
474,173,6,PG,9.36742,2025-02-12,2025-02-14
475,173,16,TSLA,9.00719,2025-02-12,2025-02-14
476,174,4,ABBV,10.4619,2025-02-18,2025-02-20
477,174,11,HD,10.3885,2025-02-18,2025-02-20
478,174,21,UNH,10.7974,2025-02-18,2025-02-20
479,174,22,PLTR,10.7461,2025-02-18,2025-02-20
480,175,13,PM,11.2866,2025-02-21,2025-02-25
481,175,27,BRK-B,11.9181,2025-02-21,2025-02-25
482,175,28,JNJ,11.27,2025-02-21,2025-02-25
483,176,10,NVDA,10.7102,2025-02-26,2025-02-28
484,177,4,ABBV,8.93598,2025-03-03,2025-03-05
485,177,10,NVDA,9.3519,2025-03-03,2025-03-05
486,177,12,XOM,9.66854,2025-03-03,2025-03-05
487,178,4,ABBV,9.88555,2025-03-06,2025-03-10
488,178,21,UNH,11.4019,2025-03-06,2025-03-10
489,179,4,ABBV,8.25658,2025-03-11,2025-03-13
490,179,10,NVDA,8.31495,2025-03-11,2025-03-13
491,179,11,HD,8.46159,2025-03-11,2025-03-13
492,179,21,UNH,8.29018,2025-03-11,2025-03-13
493,180,10,NVDA,9.41301,2025-03-14,2025-03-18
494,180,21,UNH,8.65589,2025-03-14,2025-03-18
495,180,27,BRK-B,9.39969,2025-03-14,2025-03-18
496,181,10,NVDA,7.34081,2025-03-19,2025-03-21
497,181,21,UNH,8.03133,2025-03-19,2025-03-21
