index,subsequence_idx,score
59,59,2.48713
78,78,3.35763
84,84,2.84576
85,85,3.10672
86,86,2.54074
87,87,2.3765
88,88,2.49429
89,89,2.51282
137,137,2.68024
145,145,3.19805
160,160,2.70518
165,165,2.76302
