index,subsequence_idx,score
5,5,2.09603
9,9,1.91948
24,24,1.95385
31,31,1.84662
35,35,1.84569
50,50,2.5034
60,60,2.08368
63,63,2.11328
81,81,1.9186
89,89,1.96744
91,91,2.3709
101,101,1.97035
114,114,1.86408
135,135,3.45131
150,150,2.07154
157,157,2.01068
