index,subsequence_idx,score,start_date,end_date
5,5,2.09603,2023-02-08,2023-02-10
9,9,1.91948,2023-02-27,2023-03-01
24,24,1.95385,2023-05-02,2023-05-04
31,31,1.84662,2023-06-01,2023-06-05
35,35,1.84569,2023-06-20,2023-06-22
50,50,2.5034,2023-08-23,2023-08-25
60,60,2.08368,2023-10-05,2023-10-09
63,63,2.11328,2023-10-18,2023-10-20
81,81,1.9186,2024-01-05,2024-01-09
89,89,1.96744,2024-02-09,2024-02-13
91,91,2.3709,2024-02-20,2024-02-22
101,101,1.97035,2024-04-03,2024-04-05
114,114,1.86408,2024-05-29,2024-05-31
135,135,3.45131,2024-08-28,2024-08-30
150,150,2.07154,2024-10-31,2024-11-04
157,157,2.01068,2024-12-02,2024-12-04
