feature_index,feature_name,importance_score
0,high_std_0,20.716
1,low_std_0,19.264
2,close_std_0,21.64
3,daily_return_std_0,29.669
4,log_return_std_0,19.183
5,volume_change_std_0,31.407
6,relative_volume_std_0,32.813
7,log_volume_0,17.763
8,high_low_range_std_0,18.584
9,excess_return_std_0,18.924
10,open_std_1,19.897
11,high_std_1,43.496
12,low_std_1,19.29
13,close_std_1,31.751
14,daily_return_std_1,30.43
15,log_return_std_1,20.878
16,volume_change_std_1,20.434
17,relative_volume_std_1,43.095
18,log_volume_1,17.674
19,high_low_range_std_1,33.657
20,excess_return_std_1,19.379
21,open_std_2,158.851
22,high_std_2,116.789
23,low_std_2,133.972
24,close_std_2,159.241
25,daily_return_std_2,21.921
26,log_return_std_2,21.378
27,volume_change_std_2,34.909
28,relative_volume_std_2,48.419
29,log_volume_2,17.231
30,high_low_range_std_2,43.573
31,excess_return_std_2,30.712
