index,subsequence_idx,score,start_date,end_date
9,9,2.66146,2023-06-21,2023-06-23
10,10,2.75332,2023-06-22,2023-06-26
11,11,2.55951,2023-06-23,2023-06-27
30,30,2.62483,2023-07-19,2023-07-21
31,31,2.31491,2023-07-20,2023-07-24
98,98,2.31945,2023-10-16,2023-10-18
99,99,2.47151,2023-10-17,2023-10-19
100,100,2.64767,2023-10-18,2023-10-20
102,102,2.34346,2023-10-19,2023-10-23
129,129,2.35952,2023-11-22,2023-11-27
130,130,2.66142,2023-11-24,2023-11-28
131,131,2.77207,2023-11-27,2023-11-29
132,132,2.71192,2023-11-28,2023-11-30
133,133,2.60059,2023-11-29,2023-12-01
137,137,2.53302,2023-12-04,2023-12-06
138,138,2.57727,2023-12-05,2023-12-07
139,139,2.59791,2023-12-06,2023-12-08
143,143,2.50493,2023-12-12,2023-12-14
144,144,2.6301,2023-12-13,2023-12-15
145,145,2.7148,2023-12-14,2023-12-18
147,147,2.39494,2023-12-15,2023-12-19
292,292,2.5605,2024-06-26,2024-06-28
293,293,2.9292,2024-06-27,2024-07-01
294,294,2.86618,2024-06-28,2024-07-02
404,404,2.511,2024-11-18,2024-11-20
405,405,2.82512,2024-11-19,2024-11-21
406,406,2.83271,2024-11-20,2024-11-22
422,422,2.35337,2024-12-12,2024-12-16
424,424,2.6185,2024-12-13,2024-12-17
425,425,2.65444,2024-12-16,2024-12-18
426,426,2.64948,2024-12-17,2024-12-19
427,427,2.75703,2024-12-18,2024-12-20
428,428,2.7827,2024-12-19,2024-12-23
429,429,2.64126,2024-12-20,2024-12-24
488,488,2.38088,2025-03-12,2025-03-14
489,489,2.78721,2025-03-13,2025-03-17
491,491,2.7501,2025-03-14,2025-03-18
492,492,2.61557,2025-03-17,2025-03-19
493,493,2.53224,2025-03-18,2025-03-20
494,494,2.7353,2025-03-19,2025-03-21
495,495,2.73273,2025-03-20,2025-03-24
496,496,2.74353,2025-03-21,2025-03-25
536,536,2.35524,2023-05-26,2023-05-31
537,537,2.69424,2023-05-30,2023-06-01
538,538,2.61981,2023-05-31,2023-06-02
