feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
-0.0053701945967391,0.0946821982635364,0.0265126406237038,-0.9841375759596478,1.0190346894146909,0.0004438722004256,-0.1635128773352011,0.0185392513144265,-0.4742363858213364,-1.0335878424381428,0.0192207930330201,0.3765107995140733,0.028311749494841,0.738374706957059,2.0467881764509466
0.0235001541157067,0.0191552111847386,0.0393039424773502,1.5117187868529065,0.0737533521862193,0.0100633430308718,-0.1874406038138314,0.0203848934293785,0.0915656357061421,-1.1076006031571122,-0.0047007149735056,-0.0095702422364081,0.0260787780480974,-1.2182071485822932,-0.1462436999224819
0.0041291019752103,-0.0584166982101335,0.0195275395175083,0.9163025912690912,-0.3621943821458336,0.0350899931519199,0.3540366131233716,0.025656680460993,2.153260067360716,2.0487384421699124,0.0185395975948763,0.2378785929483418,0.0185064265192293,0.9747002757602544,1.0916917258562908
-0.010559180656835,0.0895819541986253,0.0100873923882167,-0.5553966544512183,0.065239385488529,-0.008455653882056,-0.2958946411522596,0.010443735644804,-0.3972590945574063,-0.6486667600175574,-0.0069989156698421,0.0668029108681782,0.0065981135263729,-0.2426738821809765,0.1519118978489441
0.0047975614484392,-0.0332012284738341,0.0124569392686987,0.4925993110257263,-0.176592199185436,-0.0048923131727461,0.1260743483666968,0.0183626982006524,0.0412233407317676,0.2099528491980991,0.0045017192023133,-0.2169133255375723,0.0085232463297848,0.5567514066242035,-0.8159977963249163
-0.0066635537295803,-0.1100862675721432,0.0057060831177703,-0.4567145575314603,-0.3890775131616562,0.0072424903689658,0.1342854470882153,0.0102761845252047,0.7951846954099492,0.9936101260195788,-0.0111393676921109,0.1709751432232775,0.0118484574250934,-0.9734548901875928,1.0904498283306574
0.0432711105393088,0.8320575827863197,0.0434110543100725,2.59252400810174,2.4482427225227292,0.0086265744457416,0.1155480985568291,0.0238217882816602,0.3529508041767367,0.1184313621024625,-0.0218635735103948,-0.2762140810466832,0.0239420572916666,-1.3514110061883866,-1.16601612162337
-0.01916714539476,0.0024397607565707,0.0326260777023911,-1.061904191843059,-0.2344825712633235,-0.0081473925447488,-0.3094509382563301,0.0157737731933593,-0.3935676816612246,-1.080873000563657,-0.0057144786534049,-0.152811721531123,0.0125487619309206,-0.258115349104299,-0.514378268223933
-0.0122124503610787,0.5716034867784867,0.0141393956578477,-0.5114143118289013,1.302099488662125,0.0050907673883526,-0.2900264268039503,0.0151119146070881,0.343055075004021,-0.9748927975449964,0.0063916402917481,0.0295408634062399,0.0129153826489284,0.4172023927599717,-0.105033355903295
0.0127023689410568,-0.0259599739996527,0.0185909163893489,0.6202051098761701,-0.1998653520434535,0.0051473776891213,0.0478013255464044,0.0146298352849277,0.6612904791078017,0.2928142147190673,-0.0034728783406996,-0.1131347375208422,0.0127674888025845,0.0566722873810147,-0.2389905810234571
