index,subsequence_idx,score,start_date,end_date
5,5,2.63651,2023-06-14,2023-06-16
7,7,2.58916,2023-06-16,2023-06-21
73,73,3.10971,2023-09-13,2023-09-15
74,74,3.24471,2023-09-14,2023-09-18
75,75,3.3,2023-09-15,2023-09-19
144,144,2.56705,2023-12-13,2023-12-15
145,145,2.59367,2023-12-14,2023-12-18
147,147,2.55684,2023-12-15,2023-12-19
286,286,2.5438,2024-06-18,2024-06-21
287,287,2.67025,2024-06-20,2024-06-24
288,288,2.73923,2024-06-21,2024-06-25
312,312,2.67501,2023-03-14,2023-03-16
321,321,2.52254,2024-08-05,2024-08-07
323,323,3.94461,2023-03-15,2023-03-17
335,335,3.84039,2023-03-16,2023-03-20
342,342,2.74644,2024-08-29,2024-09-03
343,343,2.8992,2024-08-30,2024-09-04
344,344,2.66585,2024-09-03,2024-09-05
346,346,3.84433,2023-03-17,2023-03-21
359,359,2.56777,2024-09-20,2024-09-24
427,427,3.34265,2024-12-18,2024-12-20
428,428,3.38953,2024-12-19,2024-12-23
429,429,3.48226,2024-12-20,2024-12-24
473,473,2.83277,2025-02-20,2025-02-24
474,474,3.14004,2025-02-21,2025-02-25
475,475,3.25139,2025-02-24,2025-02-26
480,480,2.57414,2025-02-28,2025-03-04
494,494,2.54017,2025-03-19,2025-03-21
495,495,2.60861,2025-03-20,2025-03-24
496,496,2.66889,2025-03-21,2025-03-25
