index,subsequence_idx,score,start_date,end_date
13,13,2.805416228566939,2023-03-15,2023-03-17
22,22,3.2400676929735504,2023-04-24,2023-04-26
29,29,2.189478041714034,2023-05-23,2023-05-25
41,41,1.5633379180899871,2023-07-17,2023-07-19
55,55,1.5325318385450308,2023-09-14,2023-09-18
64,64,3.6771149501643396,2023-10-23,2023-10-25
76,76,1.732924905198862,2023-12-13,2023-12-15
80,80,1.7545567862370313,2024-01-02,2024-01-04
86,86,2.170361121572432,2024-01-29,2024-01-31
104,104,1.7610456023965257,2024-04-16,2024-04-18
114,114,2.228114596701346,2024-05-29,2024-05-31
121,121,1.6520356917334713,2024-06-28,2024-07-02
126,126,1.7197307917647993,2024-07-22,2024-07-24
150,150,1.7985885828875734,2024-10-31,2024-11-04
161,161,2.982406864336386,2024-12-18,2024-12-20
176,176,1.697606810316622,2025-02-26,2025-02-28
