feature_index,feature_name,importance_score
0,High_0,36.136
1,Low_0,23.856
2,Open_0,23.819
3,Volume_0,48.545
4,daily_return_0,35.589
5,log_return_0,23.788
6,volume_change_0,23.651
7,relative_volume_0,36.197
8,high_low_range_0,35.4
9,excess_return_0,23.55
10,daily_return_zscore_0,36.406
11,log_return_zscore_0,23.993
12,volume_change_zscore_0,24.025
13,relative_volume_zscore_0,51.868
14,log_volume_0,36.104
15,Close_1,24.02
16,High_1,36.101
17,Low_1,23.508
18,Open_1,24.19
19,Volume_1,51.993
20,daily_return_1,23.728
21,log_return_1,23.426
22,volume_change_1,42.208
23,relative_volume_1,50.241
24,high_low_range_1,35.935
25,excess_return_1,23.314
26,daily_return_zscore_1,23.986
27,log_return_zscore_1,23.664
28,volume_change_zscore_1,43.762
29,relative_volume_zscore_1,23.874
30,log_volume_1,35.885
31,Close_2,35.782
32,High_2,24.188
33,Low_2,36.279
34,Open_2,23.497
35,Volume_2,53.621
36,daily_return_2,22.761
37,log_return_2,23.746
38,volume_change_2,49.702
39,relative_volume_2,23.736
40,high_low_range_2,23.903
41,excess_return_2,36.168
42,daily_return_zscore_2,45.425
43,log_return_zscore_2,23.698
44,volume_change_zscore_2,51.16
45,relative_volume_zscore_2,44.715
46,log_volume_2,23.884
