index,subsequence_idx,score,start_date,end_date
6,6,3.1083015201826014,2024-04-11,2024-04-15
13,13,2.746966137352445,2023-03-07,2023-03-09
24,24,3.1895642813166645,2023-03-10,2023-03-14
35,35,3.4574842107869688,2023-03-15,2023-03-17
43,43,3.0623722862579497,2024-09-06,2024-09-10
59,59,3.762793376864651,2024-11-05,2024-11-07
70,70,2.211472664398214,2024-12-18,2024-12-20
84,84,2.8857400951193597,2025-02-18,2025-02-20
88,88,2.220259920187081,2025-03-06,2025-03-10
95,95,2.500902649924544,2023-04-14,2023-04-18
