window_index,anomaly_score,start_date,end_date,top_anomalous_stocks
13,-2.9093209863964438,2024-09-19,2024-09-23,"NVDA (0.0283), AAPL (0.0245), META (0.0200)"
14,-2.8398924152852203,2024-09-20,2024-09-24,"NVDA (0.0283), GOOGL (0.0100), GOOG (0.0093)"
