index,subsequence_idx,score,start_date,end_date
30,30,2.013251806940309,2024-07-17,2024-07-19
59,59,2.4731208481332985,2024-11-05,2024-11-07
76,76,2.216508451347204,2025-01-16,2025-01-21
78,78,4.342056891707106,2025-01-27,2025-01-29
84,84,2.542775729557684,2025-02-18,2025-02-20
85,85,2.2325862642893504,2025-02-21,2025-02-25
137,137,2.6137030627169344,2023-10-02,2023-10-04
145,145,4.149804535102318,2023-10-31,2023-11-02
160,160,2.960170806921532,2023-02-22,2023-02-24
165,165,2.366901126958173,2024-01-19,2024-01-23
173,173,2.510284074092473,2024-02-20,2024-02-22
