index,subsequence_idx,score,start_date,end_date
9,9,2.2336157722175134,2024-04-24,2024-04-26
10,10,2.047035518068119,2024-04-29,2024-05-01
22,22,2.967953249674159,2024-06-14,2024-06-18
23,23,2.3374717801204237,2024-06-20,2024-06-24
47,47,2.3228046940993967,2024-09-19,2024-09-23
81,81,2.815716013365777,2025-02-04,2025-02-06
99,99,3.2320349262397485,2023-05-02,2023-05-04
105,105,2.117591514637508,2023-01-31,2023-02-02
110,110,3.082648544780093,2023-06-14,2023-06-16
143,143,3.7056074808484123,2023-10-23,2023-10-25
168,168,2.5837394395975966,2024-02-01,2024-02-05
