feature_index,feature_name,importance_score
0,log_volume_0,28.497
1,log_return_std_0,16.158
2,low_std_0,16.411
3,excess_return_std_0,24.921
4,daily_return_std_0,16.39
5,open_std_0,16.351
6,relative_volume_std_0,28.506
7,high_low_range_std_0,24.774
8,high_std_0,24.87
9,volume_change_std_0,28.712
10,close_std_1,28.308
11,log_volume_1,16.101
12,log_return_std_1,16.349
13,low_std_1,16.317
14,excess_return_std_1,16.123
15,daily_return_std_1,16.134
16,open_std_1,24.749
17,relative_volume_std_1,16.113
18,high_low_range_std_1,16.274
19,high_std_1,16.316
20,volume_change_std_1,28.532
21,close_std_2,16.379
22,log_volume_2,24.851
23,log_return_std_2,16.342
24,low_std_2,28.418
25,excess_return_std_2,16.011
26,daily_return_std_2,16.265
27,open_std_2,16.013
28,relative_volume_std_2,24.969
29,high_low_range_std_2,28.44
30,high_std_2,28.511
31,volume_change_std_2,24.784
32,ticker,28.48
33,time_period_idx,28.596
