window_index,start_date,end_date,iforest_score,lof_score
0,2023-11-24,2023-11-28,0.23929683803529184,-3.5805380411267507
1,2023-11-27,2023-11-29,-0.8696674503562111,-2.8256736570030596
2,2023-11-28,2023-11-30,-1.097810342021583,0.6797647799006262
3,2023-11-29,2023-12-01,-0.6525084775515909,0.2661813977104675
4,2023-11-30,2023-12-04,-0.662870273334236,0.5855523677863367
5,2023-12-01,2023-12-05,-0.2796572895771564,0.3038569021705802
6,2023-12-04,2023-12-06,-0.4072881672409833,0.24000943246366424
7,2023-12-05,2023-12-07,1.3728063097428664,0.5841237751810031
8,2023-12-06,2023-12-08,0.26943057919053526,0.1537958662033846
9,2023-12-07,2023-12-11,1.0692333992786345,0.00644057325709792
10,2023-12-08,2023-12-12,-0.8007732773762939,0.09344035937765356
11,2023-12-11,2023-12-13,-0.40892745898915384,0.17817721749922977
12,2023-12-12,2023-12-14,0.544382828066488,0.4815959010819712
13,2023-12-13,2023-12-15,1.6152294317737357,0.5397355758367005
14,2023-12-14,2023-12-18,1.718734883107491,-0.28615974129498967
15,2023-12-15,2023-12-19,0.8176734367063528,0.026789348036637115
16,2023-12-18,2023-12-20,1.8001004047292295,0.674142011530612
17,2023-12-19,2023-12-21,0.5230924890426715,0.08818536475135373
18,2023-12-20,2023-12-22,0.27382220785154315,0.2788075837401031
19,2023-12-21,2023-12-26,-0.6545597248379428,0.32493196378173816
20,2023-12-22,2023-12-27,-1.8660360080147875,0.4885231423142721
21,2023-12-26,2023-12-28,-0.9951212945310486,0.07913567652670091
22,2023-12-27,2023-12-29,-1.3851426858088873,0.1144230868734634
23,2023-12-28,2024-01-02,-0.16344035788496297,0.5047591134012159
