feature_index,feature_name,importance_score
0,High_0,42.39
1,Low_0,24.02
2,Open_0,23.996
3,Volume_0,68.436
4,daily_return_0,23.449
5,log_return_0,36.017
6,volume_change_0,23.352
7,relative_volume_0,35.771
8,high_low_range_0,24.037
9,excess_return_0,35.838
10,daily_return_zscore_0,41.91
11,log_return_zscore_0,23.791
12,volume_change_zscore_0,24.051
13,relative_volume_zscore_0,49.753
14,log_volume_0,23.533
15,Close_1,42.651
16,High_1,36.005
17,Low_1,36.134
18,Open_1,24.103
19,Volume_1,75.181
20,daily_return_1,23.974
21,log_return_1,23.666
22,volume_change_1,42.383
23,relative_volume_1,23.374
24,high_low_range_1,36.141
25,excess_return_1,36.092
26,daily_return_zscore_1,24.08
27,log_return_zscore_1,43.078
28,volume_change_zscore_1,49.818
29,relative_volume_zscore_1,23.771
30,log_volume_1,23.866
31,Close_2,22.911
32,High_2,23.183
33,Low_2,23.762
34,Open_2,35.941
35,Volume_2,47.79
36,daily_return_2,36.054
37,log_return_2,35.936
38,volume_change_2,23.571
39,relative_volume_2,23.348
40,high_low_range_2,35.842
41,excess_return_2,23.692
42,daily_return_zscore_2,23.74
43,log_return_zscore_2,42.825
44,volume_change_zscore_2,36.101
45,relative_volume_zscore_2,23.98
46,log_volume_2,22.804
